date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:50	111/111	---MCZ	200	added ('OK')	text/plain	date:Tue,%2013%20Sep%202022%2016:00:51%20GMT	https://prodropusa.com/robots.txt		(from )
13:01:01	68540/68540	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202022%2016:00:51%20GMT	https://prodropusa.com/pro-drop-usa-es/	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/pro-drop-usa-es/index.html	(from )
13:01:01	5602/5602	---MCZ	200	added ('OK')	text/css	etag:W/%2215e2-5e6348cf7a3ef%22	https://prodropusa.com/wp-content/themes/twentytwentytwo/style.css?ver=1.2	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/themes/twentytwentytwo/style62ea.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:02	19279/19279	---MCZ	200	added ('OK')	text/css	etag:W/%224b4f-5e7f14892f264%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:02	108424/108424	---MCZ	200	added ('OK')	text/css	etag:W/%221a788-5e7f148922745%22	https://prodropusa.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.4	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/css/frontend-lite.minf6c4.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:02	1117/1117	---MCZ	200	added ('OK')	text/css	etag:W/%2245d-5e7f152c90f91%22	https://prodropusa.com/wp-content/uploads/elementor/css/post-7.css?ver=1662398545	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/elementor/css/post-72e67.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:02	9475/9475	---MCZ	200	added ('OK')	text/css	etag:W/%222503-5e7f1553a0e36%22	https://prodropusa.com/wp-content/uploads/elementor/css/global.css?ver=1662398586	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/elementor/css/global7798.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:03	10157/10157	---MCZ	200	added ('OK')	text/css	etag:W/%2227ad-5e85d8cb837cf%22	https://prodropusa.com/wp-content/uploads/elementor/css/post-60.css?ver=1662863374	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/elementor/css/post-6023f0.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:03	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22e238-5e7f1489294a4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:04	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2229d-5e7f1489294a4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:04	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%222a3-5e7f1489294a4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:06	102812/102812	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2013%20Sep%202022%2016:01:05%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/PRODROP%20USA/connect.facebook.net/en_US/fbevents.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:07	1280/1280	---M--	200	added ('OK')	image/jpeg	etag:%225c66501a88f55009a15a4ba8be09de07%22	https://images.converteai.net/c502ebd2-9a62-4b87-b20d-e1933e4d805c/players/631d3d0c289fed000b7b306f/thumbnail.jpg	C:/My%20Web%20Sites/PRODROP%20USA/images.converteai.net/c502ebd2-9a62-4b87-b20d-e1933e4d805c/players/631d3d0c289fed000b7b306f/thumbnail.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:08	3084/3084	---MCZ	200	added ('OK')	application/javascript	etag:W/%229781b0d73abc0fe4b5c82c7a58a1f745%22	https://scripts.converteai.net/c502ebd2-9a62-4b87-b20d-e1933e4d805c/players/631d3d0c289fed000b7b306f/player.js	C:/My%20Web%20Sites/PRODROP%20USA/scripts.converteai.net/c502ebd2-9a62-4b87-b20d-e1933e4d805c/players/631d3d0c289fed000b7b306f/player.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:08	11775/11775	---MCZ	200	added ('OK')	text/css	etag:W/%222dff-5e7f148922745%22	https://prodropusa.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:09	145500/145500	---M--	200	added ('OK')	image/jpeg	etag:%222385c-5e687c34e4d71%22	https://prodropusa.com/wp-content/uploads/2022/08/man-g92001ff79_1920-e1660845655449.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/man-g92001ff79_1920-e1660845655449.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:09	231277/231277	---M--	200	added ('OK')	image/jpeg	etag:%223876d-5e687b1f8a7a7%22	https://prodropusa.com/wp-content/uploads/2022/08/happy-g38b2a8d66_1920-e1660845364712.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/happy-g38b2a8d66_1920-e1660845364712.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:10	170033/170033	---M--	200	added ('OK')	image/jpeg	etag:%2229831-5e687c65e3b55%22	https://prodropusa.com/wp-content/uploads/2022/08/boy-g2229aff84_1920-e1660845706930.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/boy-g2229aff84_1920-e1660845706930.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:10	107565/107565	---M--	200	added ('OK')	image/jpeg	etag:%221a42d-5e687cb9618f5%22	https://prodropusa.com/wp-content/uploads/2022/08/nature-g1155c4f54_1920-e1660845794675.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/nature-g1155c4f54_1920-e1660845794675.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:10	281794/281794	---M--	200	added ('OK')	image/jpeg	etag:%2244cc2-5e687c942180f%22	https://prodropusa.com/wp-content/uploads/2022/08/girl-g86f1310fc_1920-e1660845755932.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/girl-g86f1310fc_1920-e1660845755932.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:10	42069/42069	---M--	200	added ('OK')	image/jpeg	etag:%22a455-5e687d7335716%22	https://prodropusa.com/wp-content/uploads/elementor/thumbs/pexels-budgeron-bach-6532844-scaled-e1660845970127-ptggc5zd5t0kwj3wrm2g05dt42sj68pamc0c760new.jpg	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/elementor/thumbs/pexels-budgeron-bach-6532844-scaled-e1660845970127-ptggc5zd5t0kwj3wrm2g05dt42sj68pamc0c760new.jpg	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:11	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%224824-5e7f14892f264%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.4	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf6c4.css	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:11	4957/4957	---MCZ	200	added ('OK')	application/javascript	etag:W/%22135d-5e7f148935fc4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.7.4	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minf6c4.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:12	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215db1-5e6348cf4294e%22	https://prodropusa.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:13	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bd8-5e6348cf4870f%22	https://prodropusa.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:13	32929/32929	---MCZ	200	added ('OK')	application/javascript	etag:W/%2280a1-5e7f148932144%22	https://prodropusa.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.7.4	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf6c4.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:14	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%222fa6-5e7f1489265c4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:14	20715/20715	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250eb-5e6348cf4776f%22	https://prodropusa.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:15	40513/40513	---MCZ	200	added ('OK')	application/javascript	etag:W/%229e41-5e7f148935fc4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.7.4	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/plugins/elementor/assets/js/frontend.minf6c4.js	(from https://prodropusa.com/pro-drop-usa-es/)
13:01:16	63401/63401	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Sep%202022%2016:01:17%20GMT	https://prodropusa.com/pro-drop-usa-es/c	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/pro-drop-usa-es/c	(from https://connect.facebook.net/en_US/fbevents.js)
13:01:16	729533/729533	---M--	200	added ('OK')	image/png	etag:%22b21bd-5e7137af4bce1%22	https://prodropusa.com/wp-content/uploads/2022/08/BACKGROUND-SITE-WHITE-PRODROP-2.png	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/wp-content/uploads/2022/08/BACKGROUND-SITE-WHITE-PRODROP-2.png	(from https://prodropusa.com/wp-content/uploads/elementor/css/post-60.css?ver=1662863374)
13:01:16	63401/63401	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Sep%202022%2016:01:17%20GMT	https://prodropusa.com/pro-drop-usa-es/b	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/pro-drop-usa-es/b	(from https://connect.facebook.net/en_US/fbevents.js)
13:01:17	63401/63401	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Sep%202022%2016:01:18%20GMT	https://prodropusa.com/pro-drop-usa-es/POST	C:/My%20Web%20Sites/PRODROP%20USA/prodropusa.com/pro-drop-usa-es/POST	(from https://connect.facebook.net/en_US/fbevents.js)
