date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:56	111/111	---MCZ	200	added ('OK')	text/plain	date:Wed,%2014%20Sep%202022%2001:24:56%20GMT	https://prodropusa.com/robots.txt		(from )
22:24:57	87391/87391	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Sep%202022%2001:24:57%20GMT	https://prodropusa.com/sup01-es/	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/sup01-es/index.html	(from )
22:24:58	5602/5602	---MCZ	200	added ('OK')	text/css	etag:W/%2215e2-5e6348cf7a3ef%22	https://prodropusa.com/wp-content/themes/twentytwentytwo/style.css?ver=1.2	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/themes/twentytwentytwo/style62ea.css	(from https://prodropusa.com/sup01-es/)
22:24:58	19279/19279	---MCZ	200	added ('OK')	text/css	etag:W/%224b4f-5e7f14892f264%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://prodropusa.com/sup01-es/)
22:24:59	108424/108424	---MCZ	200	added ('OK')	text/css	etag:W/%221a788-5e7f148922745%22	https://prodropusa.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.4	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/plugins/elementor/assets/css/frontend-lite.minf6c4.css	(from https://prodropusa.com/sup01-es/)
22:24:59	1117/1117	---MCZ	200	added ('OK')	text/css	etag:W/%2245d-5e7f152c90f91%22	https://prodropusa.com/wp-content/uploads/elementor/css/post-7.css?ver=1662398545	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/uploads/elementor/css/post-72e67.css	(from https://prodropusa.com/sup01-es/)
22:25:00	9475/9475	---MCZ	200	added ('OK')	text/css	etag:W/%222503-5e7f1553a0e36%22	https://prodropusa.com/wp-content/uploads/elementor/css/global.css?ver=1662398586	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/uploads/elementor/css/global7798.css	(from https://prodropusa.com/sup01-es/)
22:25:00	3363/3363	---MCZ	200	added ('OK')	text/css	etag:W/%22d23-5e8838e8f97df%22	https://prodropusa.com/wp-content/uploads/elementor/css/post-173.css?ver=1663026613	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/uploads/elementor/css/post-1739e63.css	(from https://prodropusa.com/sup01-es/)
22:25:00	102812/102812	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2014%20Sep%202022%2001:25:01%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/UPSELL%20DROPUSA/connect.facebook.net/en_US/fbevents.js	(from https://prodropusa.com/sup01-es/)
22:25:01	211135/211135	---M--	200	added ('OK')	image/png	etag:%22338bf-5e7eea4b210c9%22	https://prodropusa.com/wp-content/uploads/2022/09/1-1024x576.png	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/uploads/2022/09/1-1024x576.png	(from https://prodropusa.com/sup01-es/)
22:25:01	5542/5542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a6-18336ebc2a0%22	https://pay.hotmart.com/assets/js/hotmart.upsell_checkout.js	C:/My%20Web%20Sites/UPSELL%20DROPUSA/pay.hotmart.com/assets/js/hotmart.upsell_checkout.js	(from https://prodropusa.com/sup01-es/)
22:25:02	4957/4957	---MCZ	200	added ('OK')	application/javascript	etag:W/%22135d-5e7f148935fc4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.7.4	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minf6c4.js	(from https://prodropusa.com/sup01-es/)
22:25:02	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215db1-5e6348cf4294e%22	https://prodropusa.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://prodropusa.com/sup01-es/)
22:25:03	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bd8-5e6348cf4870f%22	https://prodropusa.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://prodropusa.com/sup01-es/)
22:25:03	32929/32929	---MCZ	200	added ('OK')	application/javascript	etag:W/%2280a1-5e7f148932144%22	https://prodropusa.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.7.4	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf6c4.js	(from https://prodropusa.com/sup01-es/)
22:25:03	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%222fa6-5e7f1489265c4%22	https://prodropusa.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/UPSELL%20DROPUSA/prodropusa.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://prodropusa.com/sup01-es/)
